Election,BTVA_found,ATVA_found,Improvement
1,1,0,0
2,1,1,0.1166666666666667
3,1,1,0.14000000000000007
4,1,0,0
5,0,0,0
6,1,1,0.43333333333333335
7,0,0,0
8,0,0,0
9,1,1,0.09999999999999998
10,1,1,0.050000000000000044
11,0,0,0
12,1,0,0
13,0,0,0
14,1,1,0.25
15,0,1,0.15666666666666673
16,1,1,0.03333333333333344
17,1,0,0
18,1,1,0.37333333333333335
19,1,0,0
20,0,0,0
21,1,1,0.15000000000000013
22,0,0,0
23,1,0,0
24,0,0,0
25,1,1,0.31666666666666665
26,0,0,0
27,1,1,0.15000000000000002
28,0,0,0
29,1,1,0.08333333333333337
30,0,0,0
31,1,0,0
32,1,1,0.016666666666666607
33,1,0,0
34,1,0,0
35,0,0,0
36,1,1,0.2500000000000001
37,1,1,0.2400000000000001
38,1,1,0.15000000000000002
39,1,0,0
40,1,0,0
41,1,1,0.11666666666666659
42,1,1,0.050000000000000044
43,1,1,0.36666666666666675
44,1,0,0
45,1,1,0.08999999999999997
46,1,0,0
47,1,0,0
48,1,0,0
49,1,0,0
50,1,1,0.23333333333333334
