Election,BTVA_found,ATVA_found,Improvement
1,1,1,0.041666666666666685
2,1,0,0
3,1,0,0
4,1,1,0.15000000000000002
5,1,0,0
6,0,0,0
7,1,1,0.06150793650793651
8,0,0,0
9,1,1,1.1102230246251565e-16
10,1,1,0.06547619047619052
11,1,0,0
12,1,0,0
13,0,0,0
14,1,0,0
15,1,0,0
16,1,0,0
17,1,0,0
18,0,0,0
19,1,0,0
20,0,0,0
21,1,1,0.07500000000000001
22,1,1,0.023809523809523836
23,0,0,0
24,0,0,0
25,1,0,0
26,1,0,0
27,0,0,0
28,0,1,0.013888888888888895
29,1,0,0
30,1,0,0
31,1,1,0.0182539682539683
32,1,1,0.2182539682539683
33,0,0,0
34,1,1,0.032142857142857195
35,1,1,0.055555555555555525
36,0,0,0
37,0,0,0
38,0,0,0
39,1,1,0.2138888888888889
40,1,1,0.1154761904761904
41,1,0,0
42,1,0,0
43,0,0,0
44,0,0,0
45,1,1,0.10158730158730145
46,1,1,0.06825396825396823
47,1,1,0.16269841269841273
48,1,0,0
49,1,0,0
50,1,0,0
