Election,BTVA_found,ATVA_found,Improvement
1,0,1,0.07083333333333336
2,1,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,0,0,0
8,0,1,0.0023809523809523725
9,0,0,0
10,0,0,0
11,1,1,0.014880952380952439
12,1,1,0.0625
13,0,0,0
14,1,0,0
15,1,1,0.16666666666666674
16,1,0,0
17,0,0,0
18,0,0,0
19,1,0,0
20,0,0,0
21,1,1,0.10654761904761911
22,0,0,0
23,0,0,0
24,1,0,0
25,1,0,0
26,0,0,0
27,1,0,0
28,0,0,0
29,1,1,0.1333333333333333
30,1,0,0
31,1,1,0.0898809523809524
32,0,0,0
33,0,0,0
34,1,0,0
35,1,1,0.06904761904761908
36,0,0,0
37,1,0,0
38,0,0,0
39,1,0,0
40,0,0,0
41,0,0,0
42,1,1,0.13333333333333336
43,1,0,0
44,0,0,0
45,1,0,0
46,1,0,0
47,1,1,0.08333333333333331
48,1,1,0.06249999999999989
49,0,0,0
50,0,0,0
