Election,BTVA_found,ATVA_found,Improvement
1,1,1,0.14722222222222225
2,1,0,0
3,0,0,0
4,1,0,0
5,1,1,0.13333333333333341
6,1,1,0.06944444444444453
7,1,0,0
8,0,0,0
9,1,1,0.09722222222222238
10,1,0,0
11,1,0,0
12,0,0,0
13,1,1,0.08333333333333326
14,1,0,0
15,0,0,0
16,1,0,0
17,1,0,0
18,0,0,0
19,0,0,0
20,1,1,0.11111111111111105
21,1,0,0
22,1,0,0
23,0,0,0
24,1,0,0
25,0,0,0
26,1,0,0
27,0,0,0
28,1,0,0
29,1,1,0.12499999999999994
30,1,0,0
31,1,1,0.06944444444444442
32,0,0,0
33,1,1,0.06666666666666676
34,0,0,0
35,0,0,0
36,1,1,0.03888888888888892
37,1,0,0
38,0,0,0
39,1,0,0
40,0,0,0
41,0,0,0
42,1,0,0
43,1,0,0
44,0,0,0
45,1,1,0.005555555555555647
46,1,0,0
47,1,1,0.019444444444444375
48,0,0,0
49,0,0,0
50,1,1,0.06111111111111117
