Election,BTVA_found,ATVA_found,Improvement
1,1,0,0
2,1,0,0
3,1,1,0.03707482993197281
4,1,0,0
5,1,0,0
6,1,1,0.020408163265306145
7,0,0,0
8,0,0,0
9,1,0,0
10,0,0,0
11,0,0,0
12,1,0,0
13,0,0,0
14,1,1,0.04285714285714293
15,1,1,0.013265306122448917
16,1,1,0.03673469387755102
17,1,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,1,1,0.03231292517006801
22,0,0,0
23,1,0,0
24,0,0,0
25,1,0,0
26,0,0,0
27,0,0,0
28,1,1,0.12619047619047613
29,1,0,0
30,0,0,0
31,1,0,0
32,1,0,0
33,0,0,0
34,1,0,0
35,1,1,0.042857142857142816
36,0,0,0
37,1,1,0.0037414965986394266
38,0,0,0
39,1,1,0.07619047619047614
40,0,0,0
41,1,1,0.060884353741496644
42,1,0,0
43,0,0,0
44,0,0,0
45,0,1,0.04421768707482987
46,1,1,0.010884353741496544
47,0,1,0.017006802721088454
48,1,0,0
49,0,0,0
50,1,1,0.080952380952381
