Election,BTVA_found,ATVA_found,Improvement
1,0,0,0
2,0,0,0
3,1,1,0.04047619047619044
4,0,1,0.016666666666666607
5,0,0,0
6,0,0,0
7,1,0,0
8,1,1,0.10714285714285698
9,1,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,1,1,0.04761904761904767
16,0,0,0
17,1,0,0
18,0,0,0
19,1,0,0
20,1,0,0
21,0,1,0.028571428571428636
22,1,1,0.11428571428571421
23,0,0,0
24,1,0,0
25,1,0,0
26,1,0,0
27,0,0,0
28,0,0,0
29,1,1,0.05714285714285716
30,1,1,0.03571428571428581
31,0,0,0
32,1,1,0.04761904761904756
33,0,0,0
34,1,0,0
35,1,1,0.03571428571428581
36,0,0,0
37,1,0,0
38,0,0,0
39,1,0,0
40,1,1,0.021428571428571463
41,1,1,0.004761904761904745
42,1,1,0.009523809523809601
43,0,0,0
44,1,0,0
45,1,1,0.047619047619047505
46,1,0,0
47,1,0,0
48,0,0,0
49,0,0,0
50,1,0,0
