Election,BTVA_found,ATVA_found,Improvement
1,1,0,0
2,0,0,0
3,0,0,0
4,1,0,0
5,1,1,0.08333333333333348
6,0,0,0
7,0,1,0.04166666666666674
8,0,0,0
9,1,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,1,0,0
14,1,1,0.5555555555555556
15,1,0,0
16,1,0,0
17,1,0,0
18,1,1,0.01388888888888895
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,1,1,0.09722222222222221
25,0,0,0
26,0,0,0
27,1,0,0
28,1,1,0.02777777777777779
29,0,0,0
30,1,0,0
31,1,1,0.16666666666666652
32,0,0,0
33,0,0,0
34,0,0,0
35,1,1,0.19444444444444436
36,1,1,0.041666666666666685
37,1,1,0.0277777777777779
38,0,0,0
39,1,1,0.18055555555555547
40,0,0,0
41,1,0,0
42,0,0,0
43,1,1,0.26388888888888884
44,0,0,0
45,0,0,0
46,1,0,0
47,1,1,0.2083333333333332
48,1,0,0
49,0,0,0
50,1,0,0
